Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",3014148.39,3789971.19,0.257393698,4765131.09,4989543.77,0.047094755,1.580921200,1.316512322,-0.167249878
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",3024911.14,3371876.76,0.114702748,4797552.42,4739589.41,-0.012081788,1.586014332,1.405623558,-0.113738426
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",2922338.10,3378869.10,0.156221144,4585043.78,4562693.80,-0.004874540,1.568964173,1.350361220,-0.139329474
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",2751780.32,2687772.08,-0.023260665,4035892.16,3967618.61,-0.016916594,1.466647657,1.476173757,0.006495152
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",3218439.06,3104652.73,-0.035354508,4084419.37,4222674.62,0.033849426,1.269068419,1.360111738,0.071740276
Boise,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",318501.04,400567.51,0.257664685,395653.01,484036.99,0.223387609,1.242234594,1.208378058,-0.027254542
Boise,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",360634.74,424105.20,0.175996522,432121.15,485021.91,0.122421131,1.198223859,1.143635848,-0.045557440
Boise,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",320161.06,384221.14,0.200087044,435254.47,461027.05,0.059212672,1.359485972,1.199900271,-0.117386795
Boise,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",319512.72,456868.51,0.429891461,458639.83,529473.29,0.154442452,1.435435278,1.158918329,-0.192636306
Boise,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",345940.46,517106.88,0.494785779,487376.66,571857.72,0.173338338,1.408845499,1.105879156,-0.215045825
Boise,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",331159.10,458425.05,0.384304553,495935.20,544923.04,0.098778711,1.497573825,1.188685130,-0.206259411
Boise,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",341151.18,457134.17,0.339975345,487717.56,556829.14,0.141704104,1.429622961,1.218086891,-0.147966335
Boise,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",297397.99,403269.58,0.355992957,460472.86,525497.44,0.141212622,1.548338844,1.303092190,-0.158393400
Boise,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",318189.61,350004.33,0.099986671,484238.93,521483.59,0.076913808,1.521856512,1.489934682,-0.020975585
Boise,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",241290.77,316039.22,0.309785783,438432.78,436141.14,-0.005226890,1.817030879,1.380022201,-0.240507018
Boise,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",297420.96,343709.50,0.155633080,437632.58,432556.44,-0.011599091,1.471424811,1.258494281,-0.144710439
Boise,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",292197.25,276906.82,-0.052329137,378665.43,391303.19,0.033374475,1.295924003,1.413122255,0.090436053
Boise,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",313897.14,355372.34,0.132129907,369825.44,434950.17,0.176095863,1.178173971,1.223928036,0.038834727
Boston,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",2627079.96,3132006.25,0.192200579,3285585.89,3931595.96,0.196619444,1.250660787,1.255296333,0.003706477
Boston,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",2679154.69,2723635.72,0.016602636,3282933.16,3863481.98,0.176838453,1.225361556,1.418501730,0.157618927
Boston,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",2203142.29,2937168.20,0.333172266,3283569.95,3689026.93,0.123480537,1.490403032,1.255980822,-0.157287798
Boston,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",2204251.69,3148678.81,0.428457024,3736116.64,3872502.06,0.036504594,1.694959181,1.229881577,-0.274388675
Boston,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",2438232.75,4254451.02,0.744891262,4049987.52,4629432.57,0.143073293,1.661034009,1.088138645,-0.344902850
Boston,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",2281864.09,4034092.48,0.767893407,4053245.78,4695244.34,0.158391224,1.776287114,1.163891101,-0.344761839
Boston,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",2160131.02,3481202.63,0.611570131,3626318.12,4345551.80,0.198337172,1.678749153,1.248290393,-0.256416367
Boston,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",2422818.68,3187042.89,0.315427736,3580043.64,3963353.66,0.107068533,1.477635809,1.243583408,-0.158396541
Boston,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",1876013.85,2740293.86,0.460700229,3272948.06,3984854.09,0.217512169,1.744628943,1.454170353,-0.166487316
Boston,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",1919768.68,2490341.66,0.297209235,3034514.15,3631577.70,0.196757544,1.580666557,1.458264847,-0.077436768
Boston,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",1885736.61,2433185.00,0.290310103,2885140.95,3475468.38,0.204609563,1.529980876,1.428361748,-0.066418561
Boston,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",2133586.17,2057037.31,-0.035878026,2847269.77,3152656.13,0.107255857,1.334499544,1.532619809,0.148460347
Boston,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",2143997.63,2196690.43,0.024576893,2823680.65,3114712.75,0.103068348,1.317016684,1.417911558,0.076608653
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",666683.83,688254.02,0.032354452,895418.56,885037.94,-0.011593036,1.343093262,1.285917574,-0.042570154
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",590554.07,686299.82,0.162128677,895867.62,873197.13,-0.025305625,1.516995082,1.272326037,-0.161285325
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",645383.47,759068.16,0.176150607,978108.35,887328.19,-0.092811967,1.515546021,1.168970373,-0.228680385
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",691565.72,838424.62,0.212357113,1049775.43,954040.00,-0.091196105,1.517969153,1.137895974,-0.250382676
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",693762.53,923519.16,0.331174746,1110324.83,1043560.55,-0.060130403,1.600439317,1.129982566,-0.293954758
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",686545.48,945762.75,0.377567514,1063313.22,1094958.82,0.029761315,1.548787737,1.157752111,-0.252478514
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",707838.62,890916.37,0.258643347,947154.09,1015259.90,0.071905734,1.338093265,1.139568128,-0.148364200
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",668085.21,769774.07,0.152209417,876980.73,901411.65,0.027857990,1.312677959,1.171008073,-0.107924328
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",624321.44,768656.70,0.231187415,879825.52,882662.30,0.003224253,1.409250850,1.148317968,-0.185157158
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",521350.73,702412.74,0.347294057,747363.64,793176.89,0.061299811,1.433514134,1.129217688,-0.212273070
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",458958.92,689444.17,0.502191460,648674.19,790152.94,0.218104485,1.413360024,1.146072408,-0.189115025
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",519810.05,568755.43,0.094160126,648220.62,728695.61,0.124147532,1.247033642,1.281210819,0.027406780
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",522554.47,626010.38,0.197981102,656049.30,732402.08,0.116382686,1.255465866,1.169951974,-0.068113275
California,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",26587539.99,24643875.85,-0.073104324,25449925.25,29413687.49,0.155747500,0.957212486,1.193549573,0.246901383
California,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",27185402.22,31118830.03,0.144688969,25681584.46,30223367.26,0.176849789,0.944682895,0.971224408,0.028095685
California,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",19563408.13,27110672.13,0.385784724,28358013.17,29656571.07,0.045791568,1.449543606,1.093907629,-0.245343414
California,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",20996266.86,28890330.59,0.375974633,29800722.09,31054522.32,0.042072814,1.419334317,1.074910591,-0.242665680
California,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",23875641.65,30648128.99,0.283656768,32434670.52,32024789.55,-0.012637125,1.358483721,1.044918258,-0.230820185
California,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",23028374.26,28628288.47,0.243174535,32965038.72,32516916.57,-0.013593861,1.431496568,1.135831665,-0.206542516
California,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",24203985.06,29701155.59,0.227118407,34366419.06,33005486.03,-0.039600664,1.419866149,1.111252588,-0.217353981
California,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",22785065.44,27099372.19,0.189348008,31842819.48,32935500.04,0.034314818,1.397530306,1.215360260,-0.130351410
California,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",18513202.71,24262918.53,0.310573806,31830333.94,33246501.68,0.044491137,1.719331573,1.370259791,-0.203027611
California,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",16680035.64,24693086.27,0.480397692,29278850.67,30667262.89,0.047420312,1.755323028,1.241937219,-0.292473693
California,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",20303957.95,24339814.09,0.198771892,27895233.63,28590707.05,0.024931622,1.373881570,1.174647717,-0.145015304
California,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",20795670.98,19715259.90,-0.051953653,25129520.51,26012599.24,0.035141090,1.208401524,1.319414472,0.091867600
California,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",24779489.49,24091361.32,-0.027770070,25573068.07,27162092.45,0.062136634,1.032025623,1.127461918,0.092474735
Charlotte,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",915341.93,1137236.40,0.242417028,1188835.79,1469353.55,0.235960056,1.298788738,1.292038797,-0.005197105
Charlotte,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",1049124.88,1188816.08,0.133150212,1214733.08,1440392.60,0.185768811,1.157853658,1.211619378,0.046435679
Charlotte,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",891328.52,1248441.99,0.400653027,1308760.95,1523035.37,0.163723115,1.468326123,1.219948850,-0.169156749
Charlotte,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",911631.96,1137051.80,0.247270664,1381577.04,1512819.99,0.094995028,1.515498689,1.330475876,-0.122087082
Charlotte,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",1043292.36,1446372.19,0.386353668,1511139.95,1649473.60,0.091542580,1.448433831,1.140421263,-0.212652150
Charlotte,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",939136.24,1244297.38,0.324938094,1381056.73,1585734.05,0.148203412,1.470560576,1.274401181,-0.133390898
Charlotte,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",928896.36,1162204.43,0.251166955,1272611.75,1482143.02,0.164646657,1.370025554,1.275285984,-0.069151681
Charlotte,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",887878.49,1089464.26,0.227042070,1288871.30,1445605.03,0.121605416,1.451630279,1.326895322,-0.085927497
Charlotte,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",876480.21,1117813.94,0.275344186,1461829.52,1533368.96,0.048938292,1.667840875,1.371756878,-0.177525327
Charlotte,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",783530.56,1030513.37,0.315217839,1377337.23,1357301.43,-0.014546764,1.757860255,1.317111907,-0.250730026
Charlotte,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",766720.90,1100625.52,0.435496959,1226924.08,1226488.70,-0.000354855,1.600222558,1.114356044,-0.303624338
Charlotte,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",797723.23,869039.70,0.089400017,1118628.82,1064010.59,-0.048826053,1.402276852,1.224352110,-0.126882750
Charlotte,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",1026755.54,1063102.29,0.035399614,1149878.98,1191906.79,0.036549768,1.119915048,1.121159084,0.001110831
Chicago,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",3423182.44,3675321.39,0.073656299,4163163.43,5452916.57,0.309801227,1.216167558,1.483657071,0.219944621
Chicago,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",4090020.93,4375773.15,0.069865711,4365659.92,5414345.14,0.240212302,1.067393051,1.237345940,0.159222405
Chicago,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",2858178.64,3517648.79,0.230730907,4724894.21,5191399.80,0.098733552,1.653113680,1.475815270,-0.107251190
Chicago,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",3052256.30,3584925.51,0.174516540,5123856.90,5399954.86,0.053884791,1.678711221,1.506294857,-0.102707578
Chicago,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",3587411.94,4186551.10,0.167011531,5801734.54,5150192.78,-0.112301202,1.617247932,1.230175545,-0.239340165
Chicago,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",3499913.62,3973169.38,0.135219269,5716751.95,4807141.41,-0.159113173,1.633398012,1.209900951,-0.259273648
Chicago,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",3677464.77,4108648.01,0.117250135,5591529.69,4614703.50,-0.174697488,1.520484910,1.123168373,-0.261309096
Chicago,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",2955710.28,3200710.65,0.082890523,5030897.68,4441608.35,-0.117134032,1.702094320,1.387694433,-0.184713552
Chicago,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",2574562.47,2804304.13,0.089235225,5042026.53,4753791.04,-0.057166595,1.958401316,1.695176707,-0.134407901
Chicago,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",2259924.63,2792003.52,0.235440989,4810133.17,4026930.69,-0.162823450,2.128448492,1.442308601,-0.322366218
Chicago,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",2278327.20,2915717.81,0.279762542,4492302.90,3817579.92,-0.150195344,1.971754935,1.309310492,-0.335966925
Chicago,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",2372042.38,2370002.23,-0.000860082,4011064.86,3463260.77,-0.136573232,1.690975209,1.461290089,-0.135829975
Chicago,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",3685400.76,3124549.80,-0.152181810,4387952.51,3641757.93,-0.170055300,1.190631032,1.165530449,-0.021081748
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",1081542.96,1246196.23,0.152239232,1226718.18,1237481.08,0.008773735,1.134229730,0.993006599,-0.124510166
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",1177788.55,1234459.48,0.048116387,1211748.52,1079849.38,-0.108850259,1.028833673,0.874754820,-0.149760702
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",782792.35,1141530.21,0.458279721,1265941.85,1224354.96,-0.032850553,1.617212853,1.072555898,-0.336787426
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",805191.70,1335613.19,0.658751810,1364346.49,1327577.44,-0.026949936,1.694436853,0.993983475,-0.413384173
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",1092607.09,1498343.63,0.371347160,1513295.70,1342223.11,-0.113046373,1.385031924,0.895804596,-0.353224586
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",936430.16,1312328.42,0.401416225,1602346.41,1481499.31,-0.075418835,1.711122173,1.128908959,-0.340252276
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",1081974.91,1421784.95,0.314064621,1554025.19,1371350.93,-0.117549098,1.436285792,0.964527673,-0.328456997
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",1005026.62,1267902.71,0.261561321,1463372.80,1418928.20,-0.030371345,1.456053771,1.119114415,-0.231405847
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",1028499.71,1205964.07,0.172546826,1509645.64,1595984.52,0.057191488,1.467813384,1.323409677,-0.098380154
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",777551.97,1156859.43,0.487822647,1437476.37,1402772.82,-0.024141997,1.848720633,1.212569811,-0.344103274
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",975438.68,1271189.78,0.303198044,1407091.90,1151949.37,-0.181326131,1.442522148,0.906197791,-0.371796272
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",1085442.57,992210.84,-0.085892826,1133423.07,956033.85,-0.156507508,1.044203628,0.963539010,-0.077249893
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",902548.30,1079424.56,0.195974287,1036982.63,986981.25,-0.048218146,1.148949735,0.914358712,-0.204178665
Columbus,Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",746213.82,922283.93,0.235951285,804840.02,908940.28,0.129342798,1.078564881,0.985531950,-0.086256221
Columbus,Avocados,Hass,"Last 04 Wks",2,"2018-02-25 00:00:00",859300.63,977313.01,0.137335382,840150.64,868583.58,0.033842669,0.977714447,0.888746564,-0.090995773
Columbus,Avocados,Hass,"Last 04 Wks",3,"2018-03-25 00:00:00",597610.77,959610.59,0.605745141,817497.51,989827.63,0.210802012,1.367943068,1.031488856,-0.245956297
Columbus,Avocados,Hass,"Last 04 Wks",4,"2018-04-22 00:00:00",732981.22,1036448.96,0.414018438,960735.97,972280.94,0.012016798,1.310723855,0.938088587,-0.284297311
Columbus,Avocados,Hass,"Last 04 Wks",5,"2018-05-20 00:00:00",820133.44,1138346.91,0.388002067,1010300.52,1008282.23,-0.001997713,1.231873340,0.885742493,-0.280979250
Columbus,Avocados,Hass,"Last 04 Wks",6,"2018-06-17 00:00:00",806376.88,1080633.48,0.340109702,975181.10,1144744.41,0.173878790,1.209336632,1.059327174,-0.124042764
Columbus,Avocados,Hass,"Last 04 Wks",7,"2018-07-15 00:00:00",865706.16,1105047.10,0.276469027,972525.75,987636.57,0.015537707,1.123390124,0.893750656,-0.204416492
Columbus,Avocados,Hass,"Last 04 Wks",8,"2018-08-12 00:00:00",700078.06,973529.94,0.390601985,936239.36,986662.86,0.053857488,1.337335668,1.013490001,-0.242157354
Columbus,Avocados,Hass,"Last 04 Wks",9,"2018-09-09 00:00:00",680010.76,853281.53,0.254805924,974189.81,1072620.61,0.101038626,1.432609405,1.257053589,-0.122542694
Columbus,Avocados,Hass,"Last 04 Wks",10,"2018-10-07 00:00:00",504847.99,871336.35,0.725938039,884518.09,979793.10,0.107714032,1.752048354,1.124471738,-0.358195945
Columbus,Avocados,Hass,"Last 04 Wks",11,"2018-11-04 00:00:00",651269.29,890902.36,0.367947750,845751.67,867213.64,0.025376208,1.298620529,0.973410420,-0.250427359
Columbus,Avocados,Hass,"Last 04 Wks",12,"2018-12-02 00:00:00",723461.81,790917.47,0.093240112,731507.50,787892.04,0.077079921,1.011121098,0.996174784,-0.014781923
Columbus,Avocados,Hass,"Last 04 Wks",13,"2018-12-30 00:00:00",728111.96,836169.68,0.148408110,723103.13,782149.39,0.081656762,0.993120797,0.935395541,-0.058125111
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",1,"2018-01-28 00:00:00",5017685.29,5399231.73,0.076040329,3934048.66,4814132.04,0.223709327,0.784036549,0.891632788,0.137233703
