Geography,Segment,Variety,Timeframe,Period,"Current Year Week Ending","Units Prior Year","Units Current Year","Unit Variance","Dollars Prior Year","Dollars Current Year","Dollar Variance","ASP Prior Year","ASP Current Year","ASP Variance"
Atlanta,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",2136779.01,2542054.13,0.189666371,2039308.87,2408064.44,0.180823795,0.954384548,0.947290780,-0.007432819
Atlanta,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",2038536.80,1746614.74,-0.143201761,2080130.39,2462350.38,0.183748092,1.020403649,1.409784495,0.381594917
Atlanta,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",2070090.80,1851796.79,-0.105451418,2045881.15,2626175.21,0.283640162,0.988305030,1.418176781,0.434958578
Atlanta,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",2462693.77,2277055.68,-0.075380095,2251281.73,3028288.17,0.345139584,0.914154150,1.329913975,0.454802754
Atlanta,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",2585281.83,2135084.61,-0.174138546,2257798.40,2892568.22,0.281145482,0.873327764,1.354779200,0.551283786
Atlanta,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",2221727.17,2088769.99,-0.059844063,2218985.93,2752210.54,0.240301032,0.998766167,1.317622598,0.319250332
Atlanta,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",2076303.00,2119553.69,0.020830625,2302594.02,2849448.70,0.237495049,1.108987474,1.344362596,0.212243264
Atlanta,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",2154355.73,1942931.14,-0.098138198,2289540.70,2980728.81,0.301889418,1.062749604,1.534140222,0.443557556
Atlanta,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",1661742.46,1714352.41,0.031659509,2332893.10,2741457.54,0.175132088,1.403883668,1.599121350,0.139069701
Atlanta,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",1489543.97,1955468.43,0.312796715,2214385.98,2661602.43,0.201959574,1.486620083,1.361107338,-0.084428258
Atlanta,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",1582469.19,1948010.89,0.230994513,2131372.25,2177644.55,0.021710098,1.346864927,1.117881097,-0.170012468
Atlanta,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",1704001.57,2177523.25,0.277888054,1932641.47,2218274.79,0.147794262,1.134178221,1.018714629,-0.101803747
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",3589693.52,3580774.31,-0.002484672,3981610.91,4719902.49,0.185425346,1.109178510,1.318123423,0.188378075
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",3748970.74,3854974.22,0.028275355,4126827.64,4764127.70,0.154428562,1.100789504,1.235839056,0.122684266
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",3563258.30,3380052.91,-0.051415130,4029767.75,4932859.98,0.224105280,1.130922153,1.459403184,0.290454148
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",3726097.83,3255836.70,-0.126207403,4065590.21,5125856.21,0.260790179,1.091112041,1.574359122,0.442894096
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",4038519.79,3593499.36,-0.110193946,4238115.62,5496730.47,0.296975109,1.049423016,1.529631682,0.457593037
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",3729111.97,3267631.29,-0.123750824,4715457.41,5485354.08,0.163270835,1.264498746,1.678694318,0.327557124
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",3491057.87,3136114.53,-0.101672144,4701556.51,4788883.73,0.018574108,1.346742645,1.527011748,0.133855643
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",3163139.22,3081050.35,-0.025951709,4820116.40,4490113.71,-0.068463635,1.523839472,1.457332143,-0.043644577
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",3373495.89,3014148.39,-0.106520806,4786570.35,4765131.09,-0.004479044,1.418875406,1.580921200,0.114207205
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",2995641.82,3024911.14,0.009770634,4578654.86,4797552.42,0.047808268,1.528438690,1.586014332,0.037669579
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",2471027.69,2922338.10,0.182640774,4264429.67,4585043.78,0.075183350,1.725771705,1.568964173,-0.090862269
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",2368613.99,2751780.32,0.161768161,3618960.56,4035892.16,0.115207556,1.527881105,1.466647657,-0.040077364
Baltimore/Washington,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",2647937.04,3218439.06,0.215451505,3514427.91,4084419.37,0.162186129,1.327232429,1.269068419,-0.043823530
Boise,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",295379.26,318501.04,0.078278279,333403.33,395653.01,0.186709833,1.128729654,1.242234594,0.100559898
Boise,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",327703.33,360634.74,0.100491533,342892.00,432121.15,0.260225231,1.046348842,1.198223859,0.145147594
Boise,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",323985.54,320161.06,-0.011804477,347353.21,435254.47,0.253060163,1.072125657,1.359485972,0.268028578
Boise,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",368394.12,319512.72,-0.132687786,350362.66,458639.83,0.309043121,0.951053888,1.435435278,0.509310142
Boise,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",412018.80,345940.46,-0.160377002,368661.87,487376.66,0.322015374,0.894769535,1.408845499,0.574534497
Boise,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",341512.23,331159.10,-0.030315547,374425.72,495935.20,0.324522258,1.096375729,1.497573825,0.365931209
Boise,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",317667.51,341151.18,0.073925313,370178.15,487717.56,0.317521199,1.165300631,1.429622961,0.226827586
Boise,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",304901.75,297397.99,-0.024610420,349985.56,460472.86,0.315691025,1.147863402,1.548338844,0.348887717
Boise,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",283961.70,318189.61,0.120537065,330378.18,484238.93,0.465710992,1.163460354,1.521856512,0.308043292
Boise,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",285892.84,241290.77,-0.156009748,355153.62,438432.78,0.234487713,1.242261331,1.817030879,0.462680061
Boise,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",222342.09,297420.96,0.337672773,338953.34,437632.58,0.291129275,1.524467724,1.471424811,-0.034794382
Boise,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",219304.62,292197.25,0.332380731,316830.25,378665.43,0.195168170,1.444703947,1.295924003,-0.102982998
Boise,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",273591.47,313897.14,0.147320638,327836.93,369825.44,0.128077426,1.198271752,1.178173971,-0.016772306
Boston,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",2329714.90,2627079.96,0.127640107,2663493.79,3285585.89,0.233562437,1.143270273,1.250660787,0.093932744
Boston,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",2550814.81,2679154.69,0.050313288,2840252.02,3282933.16,0.155859810,1.113468531,1.225361556,0.100490514
Boston,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",2424639.53,2203142.29,-0.091352647,2761714.76,3283569.95,0.188960568,1.139020760,1.490403032,0.308495056
Boston,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",2494217.02,2204251.69,-0.116255052,2800240.88,3736116.64,0.334212591,1.122693357,1.694959181,0.509725848
Boston,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",3062961.70,2438232.75,-0.203962377,3141798.13,4049987.52,0.289066755,1.025738627,1.661034009,0.619354058
Boston,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",2537280.65,2281864.09,-0.100665474,3183964.97,4053245.78,0.273018333,1.254872996,1.776287114,0.415511467
Boston,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",2227183.83,2160131.02,-0.030106545,3137910.64,3626318.12,0.155647351,1.408914072,1.678749153,0.191519899
Boston,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",2127646.75,2422818.68,0.138731643,3066465.02,3580043.64,0.167482302,1.441247247,1.477635809,0.025247967
Boston,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",2498273.26,1876013.85,-0.249075800,3310672.85,3272948.06,-0.011394901,1.325184440,1.744628943,0.316517830
Boston,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",1929513.71,1919768.68,-0.005050511,2913441.80,3034514.15,0.041556468,1.509935786,1.580666557,0.046843562
Boston,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",1664355.49,1885736.61,0.133013122,2768073.18,2885140.95,0.042292151,1.663150208,1.529980876,-0.080070538
Boston,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",1708787.55,2133586.17,0.248596509,2511575.60,2847269.77,0.133658796,1.469799800,1.334499544,-0.092053528
Boston,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",1926040.42,2143997.63,0.113163362,2473499.55,2823680.65,0.141573141,1.284240727,1.317016684,0.025521661
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",603144.60,666683.83,0.105346595,782711.67,895418.56,0.143995413,1.297718109,1.343093262,0.034965338
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",636637.96,590554.07,-0.072386337,806079.18,895867.62,0.111389107,1.266150042,1.516995082,0.198116362
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",633798.90,645383.47,0.018277990,737609.07,978108.35,0.326052498,1.163790392,1.515546021,0.302249986
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",712894.64,691565.72,-0.029918755,774614.90,1049775.43,0.355222356,1.086576973,1.517969153,0.397019438
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",755617.81,693762.53,-0.081860537,825748.92,1110324.83,0.344627650,1.092812939,1.600439317,0.464513514
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",733493.09,686545.48,-0.064005525,865228.90,1063313.22,0.228938631,1.179600615,1.548787737,0.312976373
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",730121.25,707838.62,-0.030519082,915352.48,947154.09,0.034742474,1.253699273,1.338093265,0.067315978
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",627062.67,668085.21,0.065420160,844794.54,876980.73,0.038099429,1.347225055,1.312677959,-0.025643151
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",601352.00,624321.44,0.038196331,810003.70,879825.52,0.086199384,1.346970992,1.409250850,0.046236970
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",536658.89,521350.73,-0.028524935,754488.18,747363.64,-0.009442878,1.405898969,1.433514134,0.019642354
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",449851.27,458958.92,0.020245914,692195.95,648674.19,-0.062874913,1.538721787,1.413360024,-0.081471364
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",401823.42,519810.05,0.293628057,633366.19,648220.62,0.023453146,1.576230151,1.247033642,-0.208850534
Buffalo/Rochester,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",472047.22,522554.47,0.106996181,647701.46,656049.30,0.012888407,1.372111587,1.255465866,-0.085011833
California,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",23281600.60,26587539.99,0.141997943,23413324.23,25449925.25,0.086984702,1.005657843,0.957212486,-0.048172802
California,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",26970820.33,27185402.22,0.007956076,25506984.86,25681584.46,0.006845168,0.945725215,0.944682895,-0.001102139
California,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",23092759.96,19563408.13,-0.152833695,24917391.81,28358013.17,0.138081120,1.079013156,1.449543606,0.343397527
California,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",24548054.70,20996266.86,-0.144687141,24850677.71,29800722.09,0.199191525,1.012327780,1.419334317,0.402050152
California,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",26623471.16,23875641.65,-0.103210791,25121462.79,32434670.52,0.291113929,0.943583301,1.358483721,0.439707253
California,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",25827070.22,23028374.26,-0.108362890,28461262.52,32965038.72,0.158242320,1.101993462,1.431496568,0.299006408
California,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",24983071.65,24203985.06,-0.031184580,29985210.69,34366419.06,0.146112309,1.200221138,1.419866149,0.183003785
California,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",23187989.68,22785065.44,-0.017376420,30009340.05,31842819.48,0.061096959,1.294176014,1.397530306,0.079861079
California,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",23896034.90,18513202.71,-0.225260476,28467976.48,31830333.94,0.118110167,1.191326369,1.719331573,0.443207855
California,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",21228103.09,16680035.64,-0.214247473,28708715.89,29278850.67,0.019859292,1.352391957,1.755323028,0.297939564
California,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",14291973.58,20303957.95,0.420654596,24267446.64,27895233.63,0.149491912,1.697977295,1.373881570,-0.190871648
California,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",16360225.36,20795670.98,0.271111523,22392256.33,25129520.51,0.122241553,1.368700971,1.208401524,-0.117117946
California,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",20978876.98,24779489.49,0.181163773,21413856.20,25573068.07,0.194229934,1.020734152,1.032025623,0.011062107
Charlotte,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",881137.86,915341.93,0.038818069,858371.47,1188835.79,0.384989869,0.974162511,1.298788738,0.333236214
Charlotte,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",957781.69,1049124.88,0.095369530,939196.96,1214733.08,0.293374161,0.980596069,1.157853658,0.180765144
Charlotte,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",869429.73,891328.52,0.025187533,978180.26,1308760.95,0.337954775,1.125082599,1.468326123,0.305082955
Charlotte,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",886537.54,911631.96,0.028306100,1017572.88,1381577.04,0.357718024,1.147805743,1.515498689,0.320344229
Charlotte,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",964467.72,1043292.36,0.081728645,1099656.89,1511139.95,0.374192226,1.140169720,1.448433831,0.270366864
Charlotte,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",960549.99,939136.24,-0.022293218,1173687.03,1381056.73,0.176682280,1.221890627,1.470560576,0.203512444
Charlotte,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",897207.04,928896.36,0.035319964,1156540.63,1272611.75,0.100360607,1.289045425,1.370025554,0.062821781
Charlotte,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",825125.69,887878.49,0.076052413,1179533.49,1288871.30,0.092695808,1.429519774,1.451630279,0.015467086
Charlotte,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",810090.21,876480.21,0.081953836,1130263.45,1461829.52,0.293352908,1.395231588,1.667840875,0.195386407
Charlotte,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",763293.67,783530.56,0.026512587,1139142.15,1377337.23,0.209100401,1.492403507,1.757860255,0.177871967
Charlotte,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",680808.89,766720.90,0.126191081,1037719.82,1226924.08,0.182326921,1.524245402,1.600222558,0.049845751
Charlotte,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",594767.51,797723.23,0.341235385,918773.34,1118628.82,0.217524248,1.544760473,1.402276852,-0.092236708
Charlotte,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",688267.83,1026755.54,0.491796500,879228.10,1149878.98,0.307827832,1.277450524,1.119915048,-0.123320217
Chicago,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",3385689.12,3423182.44,0.011074059,3730288.17,4163163.43,0.116043383,1.101781067,1.216167558,0.103819620
Chicago,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",3638045.40,4090020.93,0.124235814,3746165.97,4365659.92,0.165367460,1.029719412,1.067393051,0.036586315
Chicago,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",3474681.56,2858178.64,-0.177427171,3656292.61,4724894.21,0.292263698,1.052266962,1.653113680,0.571002169
Chicago,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",3688998.18,3052256.30,-0.172605637,4083182.16,5123856.90,0.254868556,1.106853937,1.678711221,0.516651081
Chicago,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",3835944.43,3587411.94,-0.064790430,4106734.29,5801734.54,0.412736771,1.070592748,1.617247932,0.510609832
Chicago,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",3756328.57,3499913.62,-0.068262120,4585372.52,5716751.95,0.246736645,1.220705919,1.633398012,0.338076589
Chicago,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",3409164.62,3677464.77,0.078699676,4611172.91,5591529.69,0.212604645,1.352581475,1.520484910,0.124135542
Chicago,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",2681473.66,2955710.28,0.102270861,4568387.42,5030897.68,0.101241470,1.703685361,1.702094320,-0.000933882
Chicago,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",2676470.54,2574562.47,-0.038075543,4468146.28,5042026.53,0.128438107,1.669417322,1.958401316,0.173104706
Chicago,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",2339236.45,2259924.63,-0.033905003,4163934.36,4810133.17,0.155189480,1.780039961,2.128448492,0.195730735
Chicago,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",1888044.26,2278327.20,0.206712813,3609990.41,4492302.90,0.244408541,1.912026368,1.971754935,0.031238359
Chicago,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",2478653.11,2372042.38,-0.043011557,3298008.92,4011064.86,0.216208008,1.330564937,1.690975209,0.270870111
Chicago,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",2941551.98,3685400.76,0.252876300,3479953.46,4387952.51,0.260922757,1.183033135,1.190631032,0.006422387
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",911882.03,1081542.96,0.186055788,904299.65,1226718.18,0.356539483,0.991684911,1.134229730,0.143740030
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",925448.56,1177788.55,0.272667764,889167.67,1211748.52,0.362789675,0.960796427,1.028833673,0.070813384
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",887767.39,782792.35,-0.118246109,886470.28,1265941.85,0.428070268,0.998538908,1.617212853,0.619579208
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",920375.18,805191.70,-0.125148399,920126.55,1364346.49,0.482781352,0.999729860,1.694436853,0.694894711
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",1068020.07,1092607.09,0.023021122,1055623.73,1513295.70,0.433555970,0.988393158,1.385031924,0.401296551
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",1087476.44,936430.16,-0.138896140,1206820.23,1602346.41,0.327742418,1.109743794,1.711122173,0.541907405
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",1018917.40,1081974.91,0.061886773,1237010.86,1554025.19,0.256274492,1.214044298,1.436285792,0.183058801
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",907055.85,1005026.62,0.108009634,1280502.77,1463372.80,0.142811116,1.411713259,1.456053771,0.031409007
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",885396.29,1028499.71,0.161626406,1319857.60,1509645.64,0.143794331,1.490697008,1.467813384,-0.015350955
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",811275.58,777551.97,-0.041568625,1230687.38,1437476.37,0.168027229,1.516978213,1.848720633,0.218686344
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",731256.27,975438.68,0.333921800,1128805.81,1407091.90,0.246531412,1.543652829,1.442522148,-0.065513877
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",743184.72,1085442.57,0.460528642,1019839.61,1133423.07,0.111373846,1.372255891,1.044203628,-0.239060561
Cincinnati/Dayton,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",810997.71,902548.30,0.112886373,940642.30,1036982.63,0.102419730,1.159858146,1.148949735,-0.009404952
Columbus,Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",706785.49,746213.82,0.055785426,697286.94,804840.02,0.154245080,0.986560915,1.078564881,0.093257258
Columbus,Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",704253.21,859300.63,0.220158627,690289.73,840150.64,0.217098565,0.980172643,0.977714447,-0.002507922
Columbus,Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",615142.41,597610.77,-0.028500132,698815.78,817497.51,0.169832642,1.136022763,1.367943068,0.204151107
Columbus,Avocados,Hass,"Last 04 Wks",4,"2017-04-23 00:00:00",727734.46,732981.22,0.007209718,705982.72,960735.97,0.360849130,0.970110334,1.310723855,0.351108022
Columbus,Avocados,Hass,"Last 04 Wks",5,"2017-05-21 00:00:00",868981.65,820133.44,-0.056213166,766293.68,1010300.52,0.318424706,0.881829530,1.231873340,0.396951790
Columbus,Avocados,Hass,"Last 04 Wks",6,"2017-06-18 00:00:00",717777.71,806376.88,0.123435388,831923.96,975181.10,0.172199801,1.159027298,1.209336632,0.043406513
Columbus,Avocados,Hass,"Last 04 Wks",7,"2017-07-16 00:00:00",758168.87,865706.16,0.141838177,858230.92,972525.75,0.133174915,1.131978579,1.123390124,-0.007587118
Columbus,Avocados,Hass,"Last 04 Wks",8,"2017-08-13 00:00:00",647274.28,700078.06,0.081578678,846186.74,936239.36,0.106421687,1.307307839,1.337335668,0.022969211
Columbus,Avocados,Hass,"Last 04 Wks",9,"2017-09-10 00:00:00",641929.51,680010.76,0.059323102,794266.49,974189.81,0.226527648,1.237311072,1.432609405,0.157840932
Columbus,Avocados,Hass,"Last 04 Wks",10,"2017-10-08 00:00:00",571810.95,504847.99,-0.117106817,760547.09,884518.09,0.163002399,1.330067376,1.752048354,0.317262859
Columbus,Avocados,Hass,"Last 04 Wks",11,"2017-11-05 00:00:00",550095.59,651269.29,0.183920216,748463.74,845751.67,0.129983491,1.360606690,1.298620529,-0.045557736
Columbus,Avocados,Hass,"Last 04 Wks",12,"2017-12-03 00:00:00",605776.03,723461.81,0.194272758,751118.88,731507.50,-0.026109555,1.239928361,1.011121098,-0.184532647
Columbus,Avocados,Hass,"Last 04 Wks",13,"2017-12-31 00:00:00",622613.00,728111.96,0.169445482,677491.24,723103.13,0.067324693,1.088141815,0.993120797,-0.087324112
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",1,"2017-01-29 00:00:00",4602239.78,5017685.29,0.090270288,3805277.00,3934048.66,0.033840285,0.826831539,0.784036549,-0.051757810
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",2,"2017-02-26 00:00:00",5070553.28,5249859.48,0.035362255,3788129.23,4142573.14,0.093567006,0.747084001,0.789082671,0.056216798
"Dallas/Ft. Worth",Avocados,Hass,"Last 04 Wks",3,"2017-03-26 00:00:00",4923205.23,4310451.77,-0.124462303,3984801.82,4436308.53,0.113307193,0.809391775,1.029198044,0.271569684
